ign,mousepad,keyboard,headset,monitor,mousepad_brand,keyboard_brand,headset_brand,monitor_brand
summit1g,Corsair MM500,Corsair K70 RGB MK.2,Audio-Technica ATH-AD700X,Samsung Odyssey G7,Corsair,Corsair,Audio-Technica,Samsung
supra,SteelSeries QcK Heavy,Logitech G915 TKL,HyperX Cloud II,ZOWIE XL2546K,SteelSeries,Logitech,HyperX,ZOWIE
sushiboys,ZOWIE G-SR,Glorious GMMK Pro,Logitech G Pro X Headset,ZOWIE XL2546K,ZOWIE,Glorious,Logitech,ZOWIE
svyat,SteelSeries QcK Heavy,ASUS ROG Claymore,HyperX Cloud II,ZOWIE XL2546,SteelSeries,ASUS,HyperX,ZOWIE
sycrone,SteelSeries QcK Heavy,HyperX Alloy FPS,HyperX Cloud II,ZOWIE XL2546K,SteelSeries,HyperX,HyperX,ZOWIE
syrsoN,ZOWIE G-SR,HyperX Alloy FPS,Corsair Virtuoso White,ZOWIE XL2546,ZOWIE,HyperX,Corsair,ZOWIE
szejn,Razer Gigantus V2,Razer Huntsman TE,Razer BlackShark V2,ZOWIE XL2546K,Razer,Razer,Razer,ZOWIE
t0rick,ZOWIE G-SR-SE Red,Corsair K70 RGB,HyperX Cloud II,ZOWIE XL2546,ZOWIE,Corsair,HyperX,ZOWIE
tabseN,Corsair MM250,Corsair K63,Corsair Void Pro White,ASUS ROG SWIFT PG259QN,Corsair,Corsair,Corsair,ASUS
tarik,Lethal Gaming Gear Saturn Pro Red,HyperX Alloy Origins 60,beyerdynamic DT 990 Pro,ZOWIE XL2546K,Lethal,HyperX,beyerdynamic,ZOWIE
tenzki,ZOWIE G-SR-SE,Xtrfy K2 RGB,HyperX Cloud II,ZOWIE XL2546 Divina Blue,ZOWIE,Xtrfy,HyperX,ZOWIE
timthetatman,HyperX Fury S Pro,Razer Huntsman Elite,HyperX Cloud Alpha,LG ULTRAGEAR 27GN750-B,HyperX,Razer,HyperX,LG
tiziaN,Corsair MM350 Champion Series,Corsair K70 RGB MK.2,Corsair Void RGB Elite White,ZOWIE XL2540,Corsair,Corsair,Corsair,ZOWIE
togs,ZOWIE G-SR-SE,SteelSeries Apex Pro TKL,unknown,ZOWIE XL2546K,ZOWIE,SteelSeries,unknown,ZOWIE
torzsi,Razer Gigantus V2,Razer BlackWidow V3 TKL,Razer BlackShark V2,ZOWIE XL2546,Razer,Razer,Razer,ZOWIE
trent,Zowie G-SR-SE Rouge,Redragon K522 TKL White,HyperX Cloud II,ZOWIE XL2546,Zowie,Redragon,HyperX,ZOWIE
trexx,Esports Tiger LongTeng,Anne Pro 2,HyperX Cloud Alpha S,ZOWIE XL2546K,Esports,Anne,HyperX,ZOWIE
trk,Artisan Hayate Otsu XSoft,HyperX Alloy Origins Core,HyperX Cloud Alpha,ZOWIE XL2540,Artisan,HyperX,HyperX,ZOWIE
try,ZOWIE G-SR-SE Deep Blue,Xtrfy K2 RGB White,Logitech G Pro X Headset,ZOWIE XL2546K,ZOWIE,Xtrfy,Logitech,ZOWIE
tudsoN,VAXEE PA OUTSET,Logitech G915 TKL,HyperX Cloud II Wireless,ZOWIE XL2546,VAXEE,Logitech,HyperX,ZOWIE
tuyz,Artisan Ninja FX Zero XSoft,Logitech G Pro X Keyboard,HyperX Cloud II,ZOWIE XL2546K,Artisan,Logitech,HyperX,ZOWIE
twist,Logitech G640,Logitech G915 TKL,Logitech G Pro X Headset,ZOWIE XL2546,Logitech,Logitech,Logitech,ZOWIE
ubah,SteelSeries QcK Heavy,SteelSeries Apex Pro,SteelSeries Arctis Pro,ZOWIE XL2546,SteelSeries,SteelSeries,SteelSeries,ZOWIE
ultimate,Razer Gigantus V2,Razer Huntsman V2 TKL,Razer BlackShark V2 Pro White,ZOWIE XL2546K,Razer,Razer,Razer,ZOWIE
v1c7oR,Logitech G640,Logitech G512,Logitech G Pro X Headset,ZOWIE XL2546K,Logitech,Logitech,Logitech,ZOWIE
valyn,Logitech G640,Razer Huntsman TE,Logitech G Pro X Headset,ZOWIE XL2546,Logitech,Razer,Logitech,ZOWIE
vanity,Logitech G640,HyperX Alloy FPS,HyperX Cloud II,ZOWIE XL2546,Logitech,HyperX,HyperX,ZOWIE
vice,HyperX Fury S Speed Edition,Logitech G915 TKL,HyperX Cloud Revolver S,ZOWIE XL2546,HyperX,Logitech,HyperX,ZOWIE
volx,ZOWIE G-SR-SE,SteelSeries Apex Pro,Sennheiser PC38X,ASUS ROG SWIFT PG258Q,ZOWIE,SteelSeries,Sennheiser,ASUS
vsm,VAXEE PA FunSpark,Razer Huntsman Mini,Logitech G Pro X Headset,ZOWIE XL2546,VAXEE,Razer,Logitech,ZOWIE
w0nderful,ZOWIE G-SR-SE Deep Blue,Logitech G915 TKL,Logitech G Pro X Headset,ZOWIE XL2546K,ZOWIE,Logitech,Logitech,ZOWIE
waterfaLLZ,unknown,Razer Blackwidow TE,Sennheiser GSP 600,ZOWIE XL2546,unknown,Razer,Sennheiser,ZOWIE
wippie,Artisan Ninja FX Zero XSoft,HyperX Alloy Origins,Logitech G Pro X Wireless Headset,ZOWIE XL2546K,Artisan,HyperX,Logitech,ZOWIE
wiz,HyperX Fury S Pro,Logitech G Pro X Keyboard,HyperX Cloud II,ZOWIE XL2546K,HyperX,Logitech,HyperX,ZOWIE
woxic,Razer Gigantus Elite,Cooler Master CK550 V2,Razer Kraken Green,ZOWIE XL2546,Razer,Cooler,Razer,ZOWIE
xQc,SteelSeries QcK Heavy,SteelSeries Apex Pro TKL,HyperX Cloud II,ASUS ROG SWIFT PG259QN,SteelSeries,SteelSeries,HyperX,ASUS
xccurate,SteelSeries QcK+,Logitech G Pro X Keyboard,Logitech G Pro X Wireless Headset,ZOWIE XL2546,SteelSeries,Logitech,Logitech,ZOWIE
xertioN,Razer Gigantus V2,Razer BlackWidow V3 Pro,Razer BlackShark V2,ZOWIE XL2546K,Razer,Razer,Razer,ZOWIE
xeta,HyperX Fury S Pro,HyperX Alloy FPS Pro,Sennheiser GAME ZERO,ZOWIE XL2546,HyperX,HyperX,Sennheiser,ZOWIE
xfl0ud,Logitech G640,Logitech G915 TKL,Logitech G Pro X Wireless Headset,ZOWIE XL2546K,Logitech,Logitech,Logitech,ZOWIE
xmpl,Logitech G640,Logitech G Pro X Keyboard,unknown,ZOWIE XL2546,Logitech,Logitech,unknown,ZOWIE
xms,Logitech G640,Ducky One 2,HyperX Cloud II,ZOWIE XL2540,Logitech,Ducky,HyperX,ZOWIE
xns,HyperX Fury S Pro,HyperX Alloy FPS Pro,HyperX Cloud Revolver S,ZOWIE XL2546K,HyperX,HyperX,HyperX,ZOWIE
xsepower,ZOWIE G-SR,SteelSeries Apex M750,HyperX Cloud Alpha,ZOWIE XL2546,ZOWIE,SteelSeries,HyperX,ZOWIE
xseveN,Logitech G640,Ducky One 2 TKL,Logitech G Pro X Headset,ASUS ROG SWIFT PG259QN,Logitech,Ducky,Logitech,ASUS
yay,Artisan Hayate Otsu XSoft,Wooting 60 HE,HyperX Cloud II,ZOWIE XL2546,Artisan,Wooting,HyperX,ZOWIE
yel,Logitech G640,Razer Huntsman Elite,HyperX Cloud II,ZOWIE XL2546,Logitech,Razer,HyperX,ZOWIE
yuurih,HyperX Fury S Pro,HyperX Alloy Elite 2,HyperX Cloud Orbit,ZOWIE XL2546K,HyperX,HyperX,HyperX,ZOWIE
z4kr,Zowie G-SR-SE Rouge,unknown,HyperX Cloud II Gun Metal,ZOWIE XL2546K,Zowie,unknown,HyperX,ZOWIE
zehN,Logitech G640,Corsair K70 RGB,HyperX Cloud II,ZOWIE XL2546,Logitech,Corsair,HyperX,ZOWIE
zevy,ZOWIE G-SR-SE,Glorious GMMK TKL,HyperX Cloud Alpha S,ZOWIE XL2546K,ZOWIE,Glorious,HyperX,ZOWIE
zombs,Logitech G640,Ducky One 2 Mini,HyperX Cloud II,ZOWIE XL2540,Logitech,Ducky,HyperX,ZOWIE
zorte,VAXEE PB,Custom Keyboard,EPOS H3,ZOWIE XL2546K,VAXEE,Custom,EPOS,ZOWIE
ztr,SteelSeries QcK Heavy,Xtrfy K4 TKL RGB,Logitech G Pro X Headset,AOC AG251FZ,SteelSeries,Xtrfy,Logitech,AOC
